lebih,RB
tinggi,JJ
.,Z
inflasi,NN
",",Z
menurut,IN
dia,PRP
",",Z
akan,MD
dapat,MD
mencapai,VB
angka,NN
0,CD
persen,CD
",",Z
karena,SC
berbagai,CD
faktor,NN
negatif,JJ
yang,SC
terjadi,VB
di,IN
dalam negeri,NN
sangat,RB
memungkinkan,VB
mendorong,VB
-nya,PRP
ke,IN
arah,NN
angka,NN
tersebut,PR
.,Z
pemimpin,NN
oposisi,NN
zimbabwe,NNP
",",Z
morgan,NNP
tsvairai,X
",",Z
yang,SC
telah,MD
sembuh,VB
dari,IN
cedera,JJ
yang,SC
menurut,IN
-nya,PRP
akibat,NN
perlakuan,NN
polisi,NN
",",Z
telah,MD
dibebaskan,VB
dari,IN
tahanan,NN
dan,CC
muncul,VB
di,IN
pengadilan,NN
rabu,NNP
.,Z
kerusakan,NN
kecil,JJ
",",Z
kata,VB
-nya,PRP
.,Z
dalam,IN
pengembangan,NN
jaringan,NN
e,NNP
',Z
market,FW
place,FW
tersebut,PR
",",Z
bri,NNP
juga,RB
bekerja sama,VB
dengan,IN
agritani,X
",",Z
sebuah,NND
lembaga,NN
regional,JJ
.,Z
prospek,NN
transaksi,NN
berjalan,VB
yang,SC
membaik,VB
tersebut,PR
terutama,JJ
didorong,VB
oleh,IN
kuat,JJ
-nya,PRP
kinerja,NN
ekspor,NN
nonmigas,NN
yang,SC
ditopang,VB
oleh,IN
pertumbuhan ekonomi,NN
dunia,NN
yang,SC
lebih,RB
baik,JJ
dan,CC
harga-harga,NN
komoditas,NN
ekspor,NN
yang,SC
masih,MD
meningkat,VB
.,Z
boediono,NNP
menjelaskan,VB
bahwa,SC
gejolak,NN
rupiah,NN
yang,SC
terjadi,VB
pada,IN
akhir pekan,NN
lalu,CC
itu,PR
disebabkan,VB
oleh,IN
keadaan,NN
global,JJ
dalam,IN
keadaan,NN
tertekan,VB
adanya,NN
perlambatan,NN
ekonomi,NN
dunia,NN
",",Z
inflasi,NN
tinggi,JJ
dan,CC
kerusakan,NN
sistem,NN
ekonomi,NN
di,IN
as,NNP
dan,CC
eropa,NNP
.,Z
dalam,IN
keadaan,NN
seperti,IN
itu,PR
posisi,NN
pasar,NN
negara berkembang,NN
menjadi,VB
kurang,RB
beruntung,VB
karena,SC
pemodal,NN
besar,JJ
cenderung,JJ
melikuidasi,VB
posisi,NN
-nya,PRP
di,IN
negara berkembang,NN
untuk,SC
menutupi,VB
kerugian,NN
-nya,PRP
di,IN
tempat,NN
lain,JJ
serta,CC
berpindah,VB
ke,IN
instrumen,NN
yang,SC
dianggap,VB
lebih,RB
aman,JJ
surat,NN
utang,NN
di,IN
as,NNP
atau,CC
bentuk,NN
kas,NN
.,Z
pada,IN
akhir,NN
februari,NNP
",",Z
kangean,NNP
psc,NNP
memproduksi,VB
0,CD
mmscfd,NND
gas,NN
",",Z
0,CD
barel,NND
kondensat,X
per,IN
hari,NN
dan,CC
0,CD
barel,NND
minyak,NN
per,IN
hari,NN
.,Z
pada,IN
0,CD
",",Z
serangan,NN
bom,NN
oleh,IN
beberapa,CD
orang,NN
tak,NEG
dikenal,VB
pada,IN
hari,NN
tahun baru,NNP
di,IN
ramna,NNP
menewaskan,VB
sedikit,CD
-nya,PRP
0,CD
orang,NN
dan,CC
melukai,VB
banyak,CD
orang,NN
lagi,RB
.,Z
menteri,NNP
keuangan,NNP
sri,NNP
mulyani,NNP
menyatakan,VB
",",Z
untuk,SC
dapat,MD
menopang,VB
target,NN
pertumbuhan ekonomi,NN
dalam,IN
tahun,NN
0,CD
sebesar,JJ
"0,0",CD
persen,CD
dari,IN
pdb,NN
maka,SC
pertumbuhan,NN
investasi,NN
harus,MD
mencapai,VB
"0,0",CD
persen,CD
.,Z
dalam,IN
lingkup,NN
bahasan,X
yang,SC
lebih,RB
sempit,JJ
",",Z
pertemuan,NN
merasa,VB
perlu,MD
untuk,IN
menyusun,VB
sebuah,NND
timeline,X
yang,SC
jelas,VB
mengenai,IN
langkah-langkah,NN
liberalisasi,NN
sub,FW
sektor,NN
dan,CC
mode,X
dalam,IN
jasa,NN
keuangan,NN
dalam,IN
rangka,NN
implementasi,NN
integrasi,NN
ekonomi,NN
asean,NNP
.,Z
modul,NNP
pelaporan,NNP
online,NNP
ditjen,NNP
bea,NNP
dan,CC
cukai,NN
di,IN
jakarta,NNP
",",Z
selasa,NNP
",",Z
juga,RB
melaporkan,VB
realisasi,NN
penerimaan,NN
bea,NN
masuk,VB
bm,NN
yang,SC
mencapai,VB
rp,SYM
"0,0",CD
triliun,CD
atau,CC
sekitar,IN
"0,0",CD
persen,CD
dari,IN
target,NN
apbnp,NN
0,CD
sebesar,JJ
rp,SYM
"0,0",CD
triliun,CD
.,Z
menteri,NNP
komunikasi,NNP
marwan,X
hamadeh,X
mengatakan,VB
",",Z
mussa,NNP
akan,MD
melanjutkan,VB
peran,NN
mediasi,NN
-nya,PRP
0,CD
februari,NNP
.,Z
untuk,SC
membantu,VB
rakyat,NN
miskin,JJ
bertahan,VB
dalam,IN
kemiskinan,NN
-nya,PRP
sampai,IN
tiba,VB
waktu,NN
-nya,PRP
kue,NN
pembangunan,NN
menetes,VB
pada,IN
mereka,PRP
",",Z
disediakan,VB
lah,RP
berbagai,CD
bantuan,NN
kepada,IN
mereka,PRP
.,Z
peningkatan,NN
ekspor,NN
pada,IN
tahun,NN
0,CD
",",Z
menurut,IN
sri,NNP
mulyani,NNP
",",Z
cukup,RB
menggembirakan,VB
tetapi,CC
yang,SC
sangat,RB
mengecewakan,X
adalah,VB
pertumbuhan,NN
investasi,NN
yang,SC
sangat,RB
rendah,JJ
.,Z
nilai tukar,NN
rupiah,NN
pada,IN
senin,NNP
pagi,NN
ini,PR
",",Z
kembali,VB
menguat,VB
ke,IN
posisi,NN
rp,SYM
0.0,CD
per,IN
dolar,NN
as,NNP
setelah,SC
pada,IN
pekan,NN
lalu,CC
sempat,MD
melemah,VB
ke,IN
posisi,NN
rp,SYM
0.0,CD
per,IN
dolar,NN
as,NNP
.,Z
para,DT
pelaku pasar,NN
kini,NN
memfokuskan,VB
pada,IN
pertemuan,NN
kebijakan moneter,NN
boj,NNP
yang,SC
akan,MD
berlangsung,VB
pada,IN
selasa,NNP
dan,CC
rabu,NNP
di,IN
tengah,NN
perdagangan,NN
yang,SC
lamban,JJ
",",Z
akibat,NN
sejumlah,CD
pasar,NN
keuangan,NN
tutup,VB
di,IN
as,NNP
dan,CC
beberapa,CD
negara,NN
asia,NNP
karena,SC
libur,VB
nasional,JJ
.,Z
kamar,NNP
dagang,NNP
dan,CC
industri,NN
kadin,NNP
indonesia,NNP
mengatakan,VB
",",Z
tantangan,NN
pemerintah,NN
pada,IN
0,CD
adalah,VB
mengendalikan,VB
inflasi,NN
yang,SC
diperkirakan,VB
masih,MD
akan,MD
liar,JJ
hingga,IN
awal,NN
tahun,NN
depan,NN
mengingat,VB
masih,MD
sulit,JJ
diprediksi,VB
-nya,PRP
harga,NN
minyak,NN
dan,CC
harga,NN
komoditas,NN
dunia,NN
.,Z
sementara,SC
itu,PR
dalam,IN
program,NN
privatisasi,NN
tahun,NN
ini,PR
alasan,NN
yang,SC
dikemukakan,VB
oleh,IN
sofyan,NNP
djalil,NNP
adalah,VB
privatisasi,NN
bumn,NN
dilakukan,VB
tidak,NEG
untuk,SC
menjual,VB
bumn,NN
",",Z
melainkan,CC
untuk,SC
memberdayakan,VB
bumn,NN
itu,PR
sendiri,NN
",",Z
sehingga,SC
akan,MD
menjadikan,VB
bumn,NN
lebih,RB
transparan,JJ
dan,CC
dinamis,JJ
.,Z
menurut,IN
dia,PRP
",",Z
penurunan,NN
rupiah,NN
saat,NN
ini,PR
dinilai,VB
wajar,JJ
setelah,SC
mengalami,VB
kenaikan,NN
cukup,RB
tajam,JJ
",",Z
sehingga,SC
posisi,NN
-nya,PRP
jauh,JJ
di,IN
bawah,NN
angka,NN
rp,SYM
0.0,CD
per,IN
dolar,NN
as,NNP
.,Z
meski,SC
demikian,PR
",",Z
bii,NNP
berhasil,VB
meningkatkan,VB
penyaluran,NN
kredit,NN
mereka,PRP
hingga,IN
rp,SYM
"0,0",CD
miliar,CD
atau,CC
naik,VB
0,CD
persen,CD
dibanding,VB
periode,NN
yang,SC
sama,JJ
tahun,NN
lalu,CC
",",Z
rp,SYM
"0,0",CD
miliar,CD
.,Z
dua,CD
roket,NN
menghantam,VB
zona,NN
hijau,JJ
",",Z
membuat,VB
sirine,X
dibunyikan,VB
dan,CC
peringatan,NN
dikeluarkan,VB
bagi,IN
orang-orang,NN
agar,SC
berlindung,VB
.,Z
kami,PRP
memperkirakan,VB
ada,VB
sekitar,IN
0.0,CD
orang,NN
yang,SC
mengambil bagian,VB
dalam,IN
protes,NN
itu,PR
...,Z
sejauh,JJ
yang,SC
kami,PRP
tahu,VB
tidak,NEG
seorang,NND
pun,RP
terluka,VB
parah,JJ
",",Z
kata,VB
juru bicara,NN
kepolisian,NN
kopenhagen,NNP
flemming,X
steen,X
munch,X
.,Z
benny,NNP
juga,RB
mengungkapkan,VB
dari,IN
impor,NN
tekstil,NN
ke,IN
indonesia,NNP
pada,IN
0,CD
yang,SC
nilai,NN
-nya,PRP
mencapai,VB
"0,0",CD
miliar,CD
dolar,NN
as,NNP
",",Z
hanya,RB
0,CD
juta,CD
dolar,NN
as,NNP
yang,SC
legal,JJ
dan,CC
sisa,NN
-nya,PRP
ilegal,JJ
.,Z
ekonomi,NN
kami,PRP
telah,MD
dapat,MD
bertahan,VB
dengan,IN
kenaikan,NN
harga,NN
minyak,NN
dan,CC
kami,PRP
memperkirakan,VB
bahwa,SC
dengan,IN
fundamental,JJ
yang,SC
lebih,RB
kuat,JJ
saat,NN
ini,PR
",",Z
kami,PRP
akan,MD
dapat,MD
memposisikan,X
untuk,SC
bisa,MD
bertahan,VB
dari,IN
harga-harga,NN
minyak,NN
yang,SC
lebih,RB
tinggi,JJ
",",Z
kata,VB
-nya,PRP
.,Z
dalam,IN
awal,NN
rapat,NN
tersebut,PR
",",Z
komisi,NNP
xi,NNP
dpr,NNP
menganggap,VB
target,NN
pertumbuhan ekonomi,NN
pemerintah,NN
pada,IN
0,CD
sebesar,JJ
"0,0",CD
-,Z
"0,0",CD
persen,CD
terlalu,RB
tinggi,JJ
sehingga,SC
mengusulkan,VB
yang,SC
realistis,JJ
adalah,VB
"0,0",CD
-,Z
"0,0",CD
persen,CD
.,Z
kemungkinan,NN
tahun,NN
terakhir,OD
sebagai,IN
net,FW
importir,NN
minyak,NN
dan,CC
akan,MD
menjadi,VB
net,FW
ekportir,X
.,Z
dua,CD
sisi,NN
jalan,NN
ditutup,VB
akibat,NN
kecelakaan,NN
itu,PR
.,Z
antara,IN
lain,JJ
melalui,IN
program,NN
peningkatan,NN
accessibility,X
nasabah,NN
",",Z
program,NN
pendampingan,NN
ukm,NN
maupun,CC
inclass,X
training,X
.,Z
direktur,NNP
dari,IN
lembaga,NN
donor,NN
amerika,NNP
serikat,NNP
(,Z
usaid,NNP
),Z
di,IN
lebanon,NNP
",",Z
raouf,X
youssef,NNP
",",Z
selasa,NNP
",",Z
mengatakan,VB
bahwa,SC
bantuan,NN
yang,SC
diberikan,VB
oleh,IN
pihak,NN
amerika,NNP
serikat,NNP
(,Z
as,NNP
),Z
kepada,IN
militer,NN
lebanon,NNP
diberikan,VB
tanpa,IN
syarat,NN
politik,NN
apa pun,WH
.,Z
sementara,SC
itu,PR
",",Z
langkah-langkah,NN
kebijakan,NN
privatisasi,NN
di,IN
indonesia,NNP
selaras,NN
dengan,IN
sebuah,NND
dokumen,NN
milik,NN
bank,NNP
dunia,NNP
yang,SC
berjudul,VB
legal,JJ
guidelines,X
for,NNP
privatization,FW
programs,X
.,Z
pengusaha,NN
indonesia,NNP
yang,SC
tergabung,VB
dalam,IN
indonesia,NNP
-,Z
china,NNP
business,FW
council,NNP
icbc,NNP
mengadakan,VB
pertemuan,NN
dengan,IN
pemerintah,NN
provinsi,NN
yunnan,NNP
",",Z
china,NNP
yang,SC
ditujukan,VB
untuk,SC
mendorong,VB
peningkatan,NN
perdagangan,NN
kedua,OD
belah,NND
pihak,NN
.,Z
di,IN
sebelah,NN
selatan,NN
baghdad,NNP
",",Z
pasukan,NN
koalisi,NN
membunuh,VB
seorang,NND
teroris,NN
bersenjata,VB
yang,SC
menyerang,VB
mereka,PRP
ketika,SC
mereka,PRP
memasuki,VB
sebuah,NND
bangunan,NN
yang,SC
menjadi,VB
sasaran,NN
.,Z
ini,PR
mengisyaratkan,VB
bahwa,SC
ledakan,NN
itu,PR
adalah,VB
merupakan,VB
aksi,NN
teror,NN
",",Z
kata,VB
juru bicara,NN
perdana menteri,NN
india,NNP
",",Z
sanjaya,X
baru,JJ
",",Z
kepada,IN
reuters,NNP
.,Z
demikian,PR
pula,RB
dengan,IN
harga,NN
minyak,NN
.,Z
semua,CD
negara,NN
anggota,NN
sepakat,JJ
untuk,SC
mempercepat,VB
integrasi,NN
ekonomi,NN
asean,NNP
dari,IN
tahun,NN
0,CD
menjadi,VB
tahun,NN
0,CD
sesuai,JJ
dengan,IN
komitmen,NN
para,DT
pemimpin,NN
asean,NNP
.,Z
pemerintah,NN
indonesia,NNP
agar,SC
mengubah,VB
sistem,NN
pengelolaan,NN
dan,CC
sumber,NN
dana cadangan,NN
devisa,NN
yang,SC
saat,NN
ini,PR
bersifat,VB
semu,X
",",Z
selain,IN
dapat,MD
meningkatkan,VB
daya saing,NN
dan,CC
produktivitas,NN
juga,RB
tahan,X
menghadapi,VB
gejolak,NN
ekonomi,NN
internasional,JJ
",",Z
kata,VB
direktur,NNP
pelaksana,NNP
econit,NNP
henri,NNP
saparini,NNP
di,IN
jakarta,NNP
",",Z
kamis,NNP
.,Z
bahkan,RB
pemerintah,NN
mencari,VB
pinjaman,NN
dari,IN
luar negeri,NN
untuk,SC
menutupi,VB
defisit,NN
tersebut,PR
serta,CC
berencana,VB
menaikkan,VB
bbm,NN
sebesar,JJ
0,CD
persen,CD
",",Z
ucap,VB
-nya,PRP
.,Z
ada,VB
desa-desa,NN
di mana,SC
posisi,NN
penduduk,NN
pedesaan,NN
ibarat,X
orang,NN
yang,SC
selama,IN
-nya,PRP
berdiri,VB
terendam,VB
dalam,IN
air,NN
sampai,SC
ke,IN
leher,NN
",",Z
sehingga,SC
ombak,X
yang,SC
kecil,JJ
sekalipun,SC
sudah,MD
cukup,RB
menenggelamkan,X
mereka,PRP
satu,CD
orang,NN
filipina,NNP
diculik,VB
pukul,NN
0,CD
(,Z
pukul,NN
0,CD
wib,NN
),Z
dan,CC
dua,CD
polisi,NN
mopol,NNP
dibunuh,VB
di,IN
jalan,NN
owerri,NNP
-,Z
port,NNP
harcourt,NNP
",",Z
kata,VB
seorang,NND
penasihat,NN
keamanan,NN
swasta,JJ
",",Z
yang,SC
menambahkan,VB
bahwa,SC
warga,NN
filipina,NNP
itu,PR
bekerja,VB
sebagai,IN
kontraktor,NN
shell,NNP
.,Z
sementara,SC
itu,PR
",",Z
bank,NNP
bni,NNP
menyiapkan,VB
dana,NN
kas,NN
sebesar,JJ
rp,SYM
"0,0",CD
triliun,CD
selama,IN
seminggu,X
sejak,IN
h,NNP
-,Z
0,CD
hingga,IN
lebaran,NNP
tiba,VB
untuk,SC
atm,NN
mengantisipasi,VB
meningkat,VB
-nya,PRP
penarikan,NN
tunai,JJ
masyarakat,NN
.,Z
nilai,NN
kurs,NN
rupiah,NN
diambangkan,X
secara,IN
bebas,JJ
.,Z
penerimaan,NN
dalam negeri,JJ
terdiri,VB
dari,IN
penerimaan,NN
perpajakan,NN
rp,SYM
"0,0",CD
triliun,CD
dan,CC
penerimaan,NN
negara,NN
bukan,NEG
pajak,NN
rp,SYM
"0,0",CD
triliun,CD
.,Z
sedikitnya,RB
0,CD
orang,NN
tewas,VB
dan,CC
sejumlah,CD
lain,JJ
-nya,PRP
cedera,JJ
sabtu,NNP
ketika,SC
sebuah,NND
ledakan,NN
bom,NN
kuat,JJ
terjadi,VB
di,IN
dekat,JJ
kantor pengadilan,X
di,IN
kota,NN
pakistan,NNP
barat daya,NN
",",Z
quetta,NNP
",",Z
kata,VB
kementerian,NNP
dalam negeri,NNP
.,Z
kami,PRP
yakin,JJ
nanti,NN
harga,NN
saham,NN
-nya,PRP
pasti,RB
naik,VB
",",Z
kata,VB
-nya,PRP
.,Z
di,IN
luar,NN
itu,PR
pemerintah,NN
tidak,NEG
bisa,MD
berbuat,VB
apa-apa,NN
karena,SC
harga,NN
barang,NN
sesuai,JJ
mekanisme,NN
pasar,NN
.,Z
persediaan,NN
bisa,MD
saja,RB
cukup,RB
akan tetapi,CC
pola,NN
konsumsi,NN
masyarakat,NN
akan,MD
meningkat,VB
dibanding,VB
hari-hari,NN
biasa,JJ
",",Z
kata,VB
-nya,PRP
.,Z
pembicaraan,NN
dua,CD
hari,NN
itu,PR
dimulai,VB
pukul,NN
0,CD
:,Z
0,CD
waktu,NN
setempat,NN
",",Z
kata,VB
pejabat,NN
.,Z
media,NN
setempat,NN
yang,SC
mengutip,VB
matia,X
telleria,X
",",Z
juru bicara,NN
eu,NNP
bam,X
",",Z
sebuah,NND
badan,NN
yang,SC
memantau,VB
perbatasan,NN
sebagai,IN
bagian,NN
dari,IN
kesepakatan,NN
antara,IN
israel,NNP
dan,CC
palestina,NNP
",",Z
mengatakan,VB
",",Z
penyelundup,NN
tersebut,PR
mencoba,VB
menyeberang,VB
ke,IN
gaza,NNP
pada,IN
kamis,NNP
dengan,IN
tiga,CD
ekor,NND
buaya,NN
yang,SC
melilit,X
di,IN
bagian,NN
atas,IN
badan,NNP
-nya,PRP
.,Z
biar,X
lah,X
tentara,NN
kami,PRP
di,IN
lapangan,NN
menangani,VB
situasi,NN
tersebut,PR
",",Z
kata,VB
-nya,PRP
.,Z
dia,PRP
mengatakan,VB
kepada,IN
bbc,NNP
bahwa,SC
dia,PRP
sudah,MD
berencana,VB
menyumbangkan,VB
seluruh,CD
harta,NN
-nya,PRP
untuk,SC
amal,NN
bila,SC
dia,PRP
meninggal,VB
.,Z
sementara,SC
itu,PR
harga jual,NN
batu bara,NN
di,IN
pasar,NN
ekspor,NN
pada,IN
periode,NN
januari,NNP
-,Z
maret,NNP
0,CD
terjadi,VB
kenaikan,NN
0,CD
persen,CD
menjadi,VB
"0,0",CD
dolar,NN
as,NNP
per,IN
ton,NND
.,Z
menurut,IN
dia,PRP
",",Z
bi,NNP
pada,IN
awal,NN
mei,NNP
lalu,CC
menaikkan,VB
bi,NNP
dari,IN
0,CD
persen,CD
menjadi,VB
"0,0",CD
persen,CD
.,Z
qin,NNP
juga,RB
didakwa,VB
melakukan,VB
perzinahan,X
",",Z
dan,CC
dipecat,VB
dari,IN
partai,NN
serta,CC
kehilangan,NN
pekerjaan,NN
-nya,PRP
",",Z
kata,VB
surat kabar,NN
tersebut,PR
.,Z
defisit,NN
apbn,NN
0,CD
diperkirakan,VB
membengkak,VB
menjadi,VB
sekitar,IN
"0,0",CD
-,Z
0,CD
persen,CD
atau,CC
sekitar,IN
rp,SYM
0,CD
-,Z
0,CD
triliun,CD
dari,IN
total,NN
gdp,FW
",",Z
dari,IN
sebelum,SC
-nya,PRP
ditetapkan,VB
defisit,NN
"0,0",CD
persen,CD
dari,IN
gdp,FW
",",Z
bulan,NN
lalu,CC
",",Z
mereka,PRP
membunuh,VB
0,CD
polisi,NN
di,IN
negara bagian,NN
tetangga,NN
",",Z
chhattisgarh,X
dalam,IN
salah satu,CD
serangan,NN
terbesar,JJ
mereka,PRP
.,Z
di,IN
paris,NNP
",",Z
juru bicara,NN
kementerian,NNP
luar negeri,NNP
prancis,NNP
memastikan,VB
laporan,NN
bahwa,SC
ketiga,OD
orang,NN
terculik,X
itu,PR
adalah,VB
warga negara,NN
prancis,NNP
.,Z
kelompok,NN
kakumeigun,X
atau,CC
revolusi,NNP
militer,NN
yang,SC
menyatakan,VB
bertanggung jawab,VB
atas,IN
kejadian,NN
itu,PR
",",Z
kata,VB
seorang,NND
juru bicara,NN
polisi,NN
.,Z
dari,IN
sejumlah,CD
pertemuan,NN
-nya,PRP
dengan,IN
sejumlah,CD
pengusaha,NN
jepang,NNP
",",Z
wapres,NNP
menyinggung,VB
soal,NN
kebutuhan,NN
jepang,NNP
akan,MD
pasokan,NN
gas,NN
yang,SC
besar,JJ
dari,IN
indonesia,NNP
",",Z
sehingga,SC
indonesia,NNP
perlu,MD
memanfaatkan,VB
betul,JJ
sumber daya,NN
energi,NN
-nya,PRP
yang,SC
besar,JJ
.,Z
sebelas,CD
orang,NN
tewas,VB
akibat,NN
bentrok,VB
di,IN
ibu kota,NN
guinea,NNP
hari,NN
senin,NNP
antara,IN
polisi,NN
dan,CC
pengunjuk rasa,NN
mendukung,VB
pemogokan,NN
umum,JJ
untuk,SC
menggulingkan,VB
presiden,NN
lansana,NNP
conte,NNP
",",Z
kata,VB
dokter,NN
rumah sakit,NN
.,Z
pada,IN
kasus,NN
vte,NNP
",",Z
pembekuan,NN
dapat,MD
terbentuk,VB
pada,IN
pembuluh darah,NN
kaki,NN
",",Z
sehingga,SC
aliran,NN
darah,NN
tidak,NEG
lancar,JJ
.,Z
pasca,X
krisis moneter,NN
",",Z
memasuki,VB
era,NN
reformasi,NN
",",Z
ternyata,VB
kebijakan,NN
perekonomian,NN
indonesia,NNP
tidak,NEG
bergeser,VB
sedikit,CD
pun,RP
dari,IN
pola,NN
sebelumnya,SC
.,Z
seorang,NND
pejabat,NN
kedutaan,NNP
besar,NNP
as,NNP
mengatakan,VB
",",Z
rice,NNP
diperkirakan,VB
akan,MD
bertemu,VB
dengan,IN
berbagai,CD
pejabat,NN
selama,IN
kunjungan,NN
-nya,PRP
tersebut,PR
.,Z
sementara,SC
program,NN
debt,FW
swap,FW
dengan,IN
as,NNP
merupakan,VB
program,NN
pengalihan,NN
utang,NN
ke,IN
bidang,NN
kehutanan,NN
.,Z
jika,SC
disetujui,VB
",",Z
maka,SC
us,NNP
treasury,NNP
akan,MD
menghapus,VB
utang,NN
luar negeri,NN
kepada,IN
indonesia,NNP
sebesar,JJ
"0,0",CD
juta,CD
dolar,NN
as,NNP
.,Z
orang-orang,NN
itu,PR
bekerja,VB
untuk,SC
perusahaan,NN
daewoo,NNP
dan,CC
dikontrak,X
untuk,SC
membuat,VB
pipa,NN
saluran,NN
minyak,NN
untuk,SC
perusahaan,NN
minyak,NN
besar,JJ
inggris,NNP
-,Z
belanda,NNP
shell,NNP
.,Z
"	z
ini	pr
lah	rp
yang	sc
terjadi	vb
kalau	sc
siaran	nn
tv	nn
langsung	rb
,	z
",X
kata,VB
sarah,NNP
murdoch,NNP
.,Z
karena,SC
0,CD
persen,CD
dari,IN
total,NN
outstanding,FW
utang,NN
bilateral,JJ
indonesia,NNP
yang,SC
mencapai,VB
rp,SYM
"0,0",CD
triliun,CD
berasal,VB
dari,IN
negara-negara,NN
g0,X
.,Z
wanita,NN
yang,SC
menjadi,VB
korban,NN
itu,PR
tewas,VB
karena,SC
keruntuhan,NN
batu,NN
-,Z
lentera,X
yang,SC
roboh,X
di,IN
dalam,NN
kebun,NN
-nya,PRP
setelah,SC
gempa,NN
berlangsung,VB
.,Z
kita,PRP
lihat,VB
yang,SC
non,NEG
beras,NN
",",Z
baik,CC
yang,SC
di,IN
makanan,NN
maupun,CC
non,NEG
makanan,NN
",",Z
kelihatannya,X
tidak,NEG
ada,VB
gejolak,NN
.,Z
tapi,CC
itu,PR
bukan,NEG
lah,RP
terhadap,IN
al-qaeda,NNP
afrika,NNP
timur,NNP
saja,RB
",",Z
kata,VB
pejabat,NN
itu,PR
.,Z
perdana,NNP
menteri,NNP
bangladesh,NNP
terakhir,OD
",",Z
khaleda,NNP
zia,NNP
menyetujui,VB
permintaan,NN
pemerintah,NN
negara,NN
-nya,PRP
yang,SC
didukung,VB
militer,NN
",",Z
bahwa,SC
dia,PRP
akan,MD
meninggalkan,VB
bangladesh,NNP
0,CD
april,NNP
",",Z
kata,VB
seorang,NND
pembantu,NN
-nya,PRP
rabu,NNP
.,Z
direktur,NNP
lembaga,NNP
itu,PR
dr.,NNP
carolyn,X
clancy,X
mengatakan,VB
laporan,NN
tersebut,PR
memperlihatkan,VB
makin,RB
banyak,CD
orang,NN
amerika,NNP
beralih,VB
kepada,IN
operasi,NN
untuk,SC
mengurangi,VB
berat,NN
tubuh,NN
dan,CC
peningkatan,NN
jumlah,NN
pemuda,NN
yang,SC
menjalani,VB
prosedur,NN
itu,PR
.,Z
beberapa,CD
sekuritas,NNP
asing,JJ
juga,RB
melakukan,VB
tekanan,NN
jual,VB
seperti,IN
merryl,X
linch,X
dan,CC
kim,NNP
eng,X
securities,NNP
dan,CC
danareksa,NNP
juga,RB
malah,RB
ikut,VB
menjual,VB
padahal,CC
sebagai,IN
salah satu,CD
penjamin,NN
pelaksana,NN
emisi,NN
yang,SC
seharusnya,RB
ikut,VB
menjaga,VB
saham,NN
bni,NNP
.,Z
net,FW
poin,NN
nilai,NN
tengah,NN
saja,RB
sudah,MD
bagus,JJ
",",Z
yakni,SC
0,CD
persen,CD
",",Z
kata,VB
burhanuddin,NNP
seusai,SC
pembukaan,NN
musyawarah,X
perencanaan,NNP
pembangunan,NNP
nasional,NNP
musrenbangnas,X
di,IN
jakarta,NNP
",",Z
kamis,NNP
.,Z
bentrokan,NN
itu,PR
mereda,VB
setelah,SC
seruan-seruan,X
tersebut,PR
namun,CC
ketegangan,NN
di,IN
sejumlah,CD
daerah,NN
beirut,NNP
masih,MD
tinggi,JJ
setelah,SC
senja,X
.,Z
menjadi,VB
kesadaran,NN
bersama,IN
bahwasanya,SC
ke depan,RB
sektor,NN
ekonomi,NN
rakyat,NN
perlu,MD
mendapatkan,VB
perlakuan,NN
yang,SC
sepantasnya,RB
dan,CC
sewajarnya,RB
sebagai,IN
alternatif,NN
pelaku ekonomi,NN
nasional,JJ
.,Z
secara,IN
garis besar,X
",",Z
menkeu,NNP
menuturkan,VB
",",Z
pinjaman,NN
luar negeri,NN
telah,MD
dikonversi,VB
yang,SC
dilakukan,VB
pemerintah,NN
terus,RB
menurun,VB
dari,IN
rp,SYM
0,CD
triliun,CD
pada,IN
0,CD
",",Z
menjadi,VB
rp,SYM
0,CD
triliun,CD
pada,IN
0,CD
dan,CC
diproyeksi,VB
turun,VB
menjadi,VB
rp,SYM
0,CD
triliun,CD
pada,IN
0,CD
.,Z
mengapa,WH
diturunkan,VB
"0,0",CD
persen,CD
setiap,CD
kali,NND
penurunan,NN
karena,SC
adanya,NN
unsur,NN
kehati-hatian,NN
",",Z
kata,VB
-nya,PRP
.,Z
ada,VB
hampir,RB
sekitar,IN
0,CD
serangan,NN
sejenis,NN
di,IN
negara,NN
itu,PR
tahun,NN
lalu,CC
",",Z
menurut,IN
pejabat,NN
amerika,NNP
serikat,NNP
(,Z
as,NNP
),Z
.,Z
ketika,SC
ditanya,VB
",",Z
siapa,WH
yang,SC
akan,MD
mewakili,VB
pakistan,NNP
dalam,IN
ktt,NNP
saarc,NNP
",",Z
aslam,NNP
mengatakan,VB
",",Z
hal,NN
itu,PR
belum,NEG
diputuskan,VB
.,Z
sedangkan,CC
target,NN
laba bersih,NN
0,CD
sebesar,JJ
rp,SYM
0,CD
miliar,CD
atau,CC
naik,VB
dibandingkan,VB
0,CD
sebesar,JJ
rp,SYM
"0,0",CD
miliar,CD
.,Z
ada,VB
sekitar,IN
seribu,X
villa,NNP
",",Z
ratusan,CD
menara,X
apartemen,NN
yang,SC
akan,MD
dibangun,VB
",",Z
kata,VB
-nya,PRP
.,Z
pemerintah,NN
menyatakan,VB
optimisme,NN
-nya,PRP
bahwa,SC
target,NN
pertumbuhan ekonomi,NN
sebesar,JJ
"0,0",CD
